Year	Location	State	Entry	Grainyield	Testweight	Plantheight
2004	GTI	MT	2375	79.6	61.9	99
2004	GTI	MT	MN01197	79	58.3	92
2004	GTI	MT	BW341	77.5	61.1	114
2004	GTI	MT	SD3687	77.5	59.9	104
2004	GTI	MT	97S0254-8-1	77.1	59.3	83
2004	GTI	MT	ND751	77	61.8	105
2004	GTI	MT	SD3618	76.2	58.3	107
2004	GTI	MT	ND800	75.8	59.3	100
2004	GTI	MT	96S0404-03	75	60.5	81
2004	GTI	MT	ND741	74.9	58.7	100
2004	GTI	MT	MN00261-4	74.5	60.6	88
2004	GTI	MT	WA007931	73.6	60.4	101
2004	GTI	MT	MN01333-A	73.2	61.1	87
2004	GTI	MT	SD3635	72.9	59.5	108
2004	GTI	MT	CA-901-580W	72.8	62.1	114
2004	GTI	MT	ND801	72.4	63	103
2004	GTI	MT	N99-0241	71.8	60	89
2004	GTI	MT	SD3668	71.4	60.8	110
2004	GTI	MT	WA007925	71	59.4	113
2004	GTI	MT	NDSW0345	70.3	60.6	118
2004	GTI	MT	NDSW0217	69.4	60.2	117
2004	GTI	MT	Keene	68	59.7	117
2004	GTI	MT	Verde	67.1	59	89
2004	GTI	MT	CA-902-701	66.8	61.4	96
2004	GTI	MT	ES63	62.6	54.9	94
2004	GTI	MT	BW346	60.3	59.7	118
2004	GTI	MT	Chris	51.7	60.2	119
2004	GTI	MT	Marquis	44	58.7	130
2004	Sidney	MT	98S0127-06	75.2	62.5	71
2004	Sidney	MT	MT0245	75	61.3	79
2004	Sidney	MT	WA007931	74.5	62	85
2004	Sidney	MT	MT0249	72.3	61.7	75
2004	Sidney	MT	SD3746	71	60.3	74
2004	Sidney	MT	SD3747	69.4	60.8	74
2004	Sidney	MT	BZ998-447W	69.3	60.5	83
2004	Sidney	MT	SD3618	68.9	61.3	87
2004	Sidney	MT	2375	68.9	61.7	84
2004	Sidney	MT	98S0051-1	66.4	61.7	76
2004	Sidney	MT	ND800	66.4	62	86
2004	Sidney	MT	NDSW0347	66.3	61.5	83
2004	Sidney	MT	MN01311-A	66	62	86
2004	Sidney	MT	Keene	64.7	62	96
2004	Sidney	MT	SD3635	64.7	60.8	90
2004	Sidney	MT	WA007925	64.5	60.8	81
2004	Sidney	MT	BW828	64.5	59.8	78
2004	Sidney	MT	96S0404-03	63.7	62.2	68
2004	Sidney	MT	CA-901-580W	62.4	62	93
2004	Sidney	MT	ND751	62.3	61.8	85
2004	Sidney	MT	97S0254-8-1	62.2	61.2	71
2004	Sidney	MT	SD3668	62.1	62.2	92
2004	Sidney	MT	ND741	61.7	61.5	80
2004	Sidney	MT	MN99436-6	61.2	61.8	76
2004	Sidney	MT	SD3687	61.1	59	82
2004	Sidney	MT	NDSW0345	61.1	61.2	90
2004	Sidney	MT	Verde	59.8	61	74
2004	Sidney	MT	ES63	59.6	58.7	84
2004	Sidney	MT	BW341	59.4	61.3	88
2004	Sidney	MT	NDSW0217	58.1	59.8	88
2004	Sidney	MT	ND747	57.3	63.3	88
2004	Sidney	MT	ND801	55.7	61.7	86
2004	Sidney	MT	N99-0241	55.5	61	76
2004	Sidney	MT	MN00261-4	54.9	61.7	77
2004	Sidney	MT	MN01333-A	50.8	61.2	72
2004	Sidney	MT	CA-902-701	49.8	62.7	77
2004	Sidney	MT	BW346	46.6	59.5	90
2004	Sidney	MT	Chris	45.7	58.8	92
2004	Sidney	MT	Marquis	42.2	59.2	104
2004	Sidney	MT	MN01197	42.1	57.7	78
2004	GPB	WA	BZ998-447W	108.4	60.2	107
2004	GPB	WA	WA007925	91.3	63.5	112
2004	GPB	WA	WA007931	87.7	62.9	99
2004	GPB	WA	SD3635	86.9	61.1	107
2004	GPB	WA	MT0249	86.6	62.4	94
2004	GPB	WA	ND747	83.3	64.2	112
2004	GPB	WA	SD3687	83.1	59.3	104
2004	GPB	WA	Keene	81.2	62.7	124
2004	GPB	WA	CA-901-580W	81.1	62.2	112
2004	GPB	WA	ND741	80.7	60.7	102
2004	GPB	WA	ND801	79.2	62.9	107
2004	GPB	WA	MN01197	79.1	59.5	89
2004	GPB	WA	SD3668	76.3	61.6	109
2004	GPB	WA	MN99436-6	76.1	59.9	76
2004	GPB	WA	SD3746	75.8	59.2	91
2004	GPB	WA	MN01311-A	75.5	61.5	97
2004	GPB	WA	ND751	74.4	62.8	104
2004	GPB	WA	ND800	73.6	60.9	94
2004	GPB	WA	98S0127-06	73	60.7	81
2004	GPB	WA	SD3747	72.1	59.2	89
2004	GPB	WA	NDSW0347	71.5	62.1	86
2004	GPB	WA	98S0051-1	70.1	61.4	86
2004	GPB	WA	NDSW0345	69.5	62.5	109
2004	GPB	WA	NDSW0217	69.4	60.7	114
2004	GPB	WA	97S0254-8-1	68.9	61.5	86
2004	GPB	WA	SD3618	68.6	61.5	107
2004	GPB	WA	Marquis	68.4	61.1	124
2004	GPB	WA	MT0245	68.4	60.1	94
2004	GPB	WA	2375	66	61.5	97
2004	GPB	WA	96S0404-03	64.6	61.7	76
2004	GPB	WA	Verde	64.2	60.5	86
2004	GPB	WA	Chris	62.4	60.7	124
2004	GPB	WA	MN01333-A	61.9	60.9	91
2004	GPB	WA	CA-902-701	61.1	62.8	102
2004	GPB	WA	N99-0241	55.4	59.9	86
2004	GPB	WA	MN00261-4	53.1	60.2	86
2004	EXT	MB	SD3687	98.1	58.7	82
2004	EXT	MB	SD3635	92.2	61.8	86
2004	EXT	MB	ND800	89.9	62.5	78
2004	EXT	MB	ND801	88.5	63.2	81
2004	EXT	MB	MN01311-A	87.3	61.5	77
2004	EXT	MB	MN99436-6	87	59.7	74
2004	EXT	MB	ND751	86.9	62.9	83
2004	EXT	MB	BW341	86.6	61.4	82
2004	EXT	MB	NDSW0347	86.3	61.1	77
2004	EXT	MB	SD3746	84.9	59.3	82
2004	EXT	MB	SD3618	84.9	61.6	79
2004	EXT	MB	MN00261-4	83.7	62.9	73
2004	EXT	MB	ES63	83.1	59.7	81
2004	EXT	MB	ND741	82.4	61.5	80
2004	EXT	MB	MN01197	82.1	58.1	78
2004	EXT	MB	WA007931	81.8	61.3	85
2004	EXT	MB	Keene	81.3	61.9	88
2004	EXT	MB	MT0245	81.1	58.9	80
2004	EXT	MB	MN01333-A	79.7	61	67
2004	EXT	MB	BZ998-447W	79.6	57.7	75
2004	EXT	MB	NDSW0217	79.2	60.1	84
2004	EXT	MB	Verde	78.9	58.5	74
2004	EXT	MB	SD3747	78.8	58.3	74
2004	EXT	MB	MT0249	78.6	59.8	73
2004	EXT	MB	SD3668	77.8	59.8	81
2004	EXT	MB	98S0051-1	77.7	60.8	75
2004	EXT	MB	WA007925	77.5	59.4	76
2004	EXT	MB	2375	75.8	59.9	74
2004	EXT	MB	ND747	75.7	64	80
2004	EXT	MB	96S0404-03	74.6	58	63
2004	EXT	MB	97S0254-8-1	74.3	57.3	71
2004	EXT	MB	N99-0241	73.9	60.5	78
2004	EXT	MB	BW828	73.3	59	81
2004	EXT	MB	CA-902-701	71.2	61.1	73
2004	EXT	MB	BW346	70.2	58.7	82
2004	EXT	MB	98S0127-06	70.1	58	73
2004	EXT	MB	NDSW0345	68.3	60.8	86
2004	EXT	MB	CA-901-580W	65.2	59.1	80
2004	EXT	MB	Chris	61	59.7	89
2004	EXT	MB	Marquis	56.1	58.8	98
